x_id,organization_entity,feature_category,cost_element_long_name,amount,date
337,1 - Toronto Police Service,7-Revenues,Draws from Reserve Funds,-2633000,2023-12-31
338,1 - Toronto Police Service,7-Revenues,IDR - Gasoline,-2694500,2023-12-31
339,1 - Toronto Police Service,7-Revenues,IDR - Paid duty expenses,-1500,2023-12-31
340,1 - Toronto Police Service,7-Revenues,IDR - Police,-3500000,2023-12-31
341,1 - Toronto Police Service,7-Revenues,Insurance - vehicle write offs,-280000,2023-12-31
342,1 - Toronto Police Service,7-Revenues,Interest charges - overdue payments,-8000,2023-12-31
343,1 - Toronto Police Service,7-Revenues,Miscellaneous revenues,-608000,2023-12-31
344,1 - Toronto Police Service,7-Revenues,Paid duty - administration fee,-4349900,2023-12-31
345,1 - Toronto Police Service,7-Revenues,Paid duty - equipment rental,-1902600,2023-12-31
346,1 - Toronto Police Service,7-Revenues,Paid duty - officers fee,-24667000,2023-12-31
347,1 - Toronto Police Service,7-Revenues,Parking enforcement - indirect costs,-2211900,2023-12-31
348,1 - Toronto Police Service,7-Revenues,Recoveries - Prisoner Return,-50000,2023-12-31
349,1 - Toronto Police Service,7-Revenues,Revenues - other,-22500000,2023-12-31
350,1 - Toronto Police Service,7-Revenues,Sale of vehicles,-757000,2023-12-31
351,1 - Toronto Police Service,7-Revenues,Draws from Reserves,-8770300,2023-12-31
352,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,55500,2023-12-31
353,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,3300,2023-12-31
354,1 - Toronto Police Service,1-Salaries,Regular salaries - Chief/Command,354800,2023-12-31
355,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,204100,2023-12-31
356,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,292900,2023-12-31
357,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,757300,2023-12-31
358,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,372000,2023-12-31
359,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,1100,2023-12-31
360,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,5000,2023-12-31
361,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,10500,2023-12-31
362,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,38800,2023-12-31
363,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,4600,2023-12-31
364,1 - Toronto Police Service,3-Benefits,CPP - Civilian,15200,2023-12-31
365,1 - Toronto Police Service,3-Benefits,CPP - Uniform,34200,2023-12-31
366,1 - Toronto Police Service,3-Benefits,EI - Civilian,5200,2023-12-31
367,1 - Toronto Police Service,3-Benefits,EI - Uniform,11700,2023-12-31
368,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,55100,2023-12-31
369,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,191900,2023-12-31
370,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,200,2023-12-31
371,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,200,2023-12-31
372,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,13600,2023-12-31
373,1 - Toronto Police Service,6-Services,Business travel - other expenses,11400,2023-12-31
374,1 - Toronto Police Service,6-Services,Conferences / seminars,3200,2023-12-31
375,1 - Toronto Police Service,6-Services,Courier services,300,2023-12-31
376,1 - Toronto Police Service,6-Services,Courses / seminars,3200,2023-12-31
377,1 - Toronto Police Service,6-Services,Membership fees,4000,2023-12-31
378,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
379,1 - Toronto Police Service,6-Services,Public relations / promotions,28300,2023-12-31
380,1 - Toronto Police Service,6-Services,Services & rents - general,300,2023-12-31
381,1 - Toronto Police Service,6-Services,Telephone,200,2023-12-31
382,1 - Toronto Police Service,6-Services,Wireless devices,1600,2023-12-31
383,1 - Toronto Police Service,6-Services,Wireless services,6000,2023-12-31
384,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,7200,2023-12-31
385,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,1287700,2023-12-31
386,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian Sr. Officer,1029500,2023-12-31
387,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,794900,2023-12-31
388,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,800,2023-12-31
389,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,1400,2023-12-31
390,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,12700,2023-12-31
391,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,43900,2023-12-31
392,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,3900,2023-12-31
393,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,35100,2023-12-31
394,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,18400,2023-12-31
395,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,15800,2023-12-31
396,1 - Toronto Police Service,3-Benefits,CPP - Civilian,68500,2023-12-31
397,1 - Toronto Police Service,3-Benefits,CPP - Uniform,26600,2023-12-31
398,1 - Toronto Police Service,3-Benefits,EI - Civilian,23300,2023-12-31
399,1 - Toronto Police Service,3-Benefits,EI - Uniform,9100,2023-12-31
400,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,265000,2023-12-31
401,1 - Toronto Police Service,3-Benefits,CPP - Civilian,30400,2023-12-31
402,1 - Toronto Police Service,3-Benefits,CPP - Uniform,524400,2023-12-31
403,1 - Toronto Police Service,6-Services,Translations / interpreters,1300,2023-12-31
404,1 - Toronto Police Service,3-Benefits,EI - Civilian,10400,2023-12-31
405,1 - Toronto Police Service,3-Benefits,EI - Uniform,179400,2023-12-31
406,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,58700,2023-12-31
407,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,1893500,2023-12-31
408,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,400,2023-12-31
409,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,500,2023-12-31
410,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,200,2023-12-31
411,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,300,2023-12-31
412,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,700,2023-12-31
413,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,17500,2023-12-31
414,1 - Toronto Police Service,6-Services,Clean/repair furniture,600,2023-12-31
415,1 - Toronto Police Service,6-Services,Conferences / seminars,1700,2023-12-31
416,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,1900,2023-12-31
417,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
418,1 - Toronto Police Service,6-Services,Courses / seminars,1000,2023-12-31
419,1 - Toronto Police Service,6-Services,Investigative expenses,500,2023-12-31
420,1 - Toronto Police Service,6-Services,Membership fees,400,2023-12-31
421,1 - Toronto Police Service,6-Services,P.E.U. - towing charges,300,2023-12-31
422,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
423,1 - Toronto Police Service,6-Services,Prisoners' meals,900,2023-12-31
424,1 - Toronto Police Service,6-Services,Public relations / promotions,1000,2023-12-31
425,1 - Toronto Police Service,6-Services,Repairs - technical equipment,400,2023-12-31
426,1 - Toronto Police Service,6-Services,Services & rents - general,200,2023-12-31
427,1 - Toronto Police Service,6-Services,Translations / interpreters,1100,2023-12-31
428,1 - Toronto Police Service,6-Services,Wireless devices,1000,2023-12-31
429,1 - Toronto Police Service,6-Services,Wireless services,4700,2023-12-31
430,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,19500,2023-12-31
431,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,33500,2023-12-31
432,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform Sr. Officer,1000,2023-12-31
433,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,277100,2023-12-31
434,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,302700,2023-12-31
435,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,17616300,2023-12-31
436,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,174000,2023-12-31
437,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,4000,2023-12-31
438,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,51900,2023-12-31
439,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,1500,2023-12-31
440,1 - Toronto Police Service,3-Benefits,CPP - Civilian,30400,2023-12-31
441,1 - Toronto Police Service,3-Benefits,CPP - Uniform,592800,2023-12-31
442,1 - Toronto Police Service,3-Benefits,EI - Civilian,10400,2023-12-31
443,1 - Toronto Police Service,3-Benefits,EI - Uniform,202800,2023-12-31
444,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,54100,2023-12-31
445,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,2110800,2023-12-31
446,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,500,2023-12-31
447,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,1000,2023-12-31
448,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,100,2023-12-31
449,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,700,2023-12-31
450,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,1200,2023-12-31
451,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,22000,2023-12-31
452,1 - Toronto Police Service,5-Equipment,Computers - hardware,3800,2023-12-31
453,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,100,2023-12-31
454,1 - Toronto Police Service,6-Services,Wireless services,3900,2023-12-31
455,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,1900,2023-12-31
456,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,23500,2023-12-31
457,1 - Toronto Police Service,6-Services,Business travel - public transit,100,2023-12-31
458,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,290400,2023-12-31
459,1 - Toronto Police Service,6-Services,Conferences / seminars,1800,2023-12-31
460,1 - Toronto Police Service,3-Benefits,CPP - Civilian,3800,2023-12-31
461,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,314200,2023-12-31
462,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,2100,2023-12-31
463,1 - Toronto Police Service,3-Benefits,CPP - Uniform,7600,2023-12-31
464,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,14468300,2023-12-31
465,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
466,1 - Toronto Police Service,3-Benefits,EI - Civilian,1300,2023-12-31
467,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,376900,2023-12-31
468,1 - Toronto Police Service,6-Services,Courses / seminars,2400,2023-12-31
469,1 - Toronto Police Service,3-Benefits,EI - Uniform,2600,2023-12-31
470,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,3500,2023-12-31
471,1 - Toronto Police Service,6-Services,P.E.U. - towing charges,200,2023-12-31
472,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,9500,2023-12-31
473,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,49400,2023-12-31
474,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
475,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,30200,2023-12-31
476,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,3400,2023-12-31
477,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,200,2023-12-31
478,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,2500,2023-12-31
479,1 - Toronto Police Service,5-Equipment,General equipment,10000,2023-12-31
480,1 - Toronto Police Service,6-Services,Business travel - other expenses,2000,2023-12-31
481,1 - Toronto Police Service,6-Services,Conferences / seminars,400,2023-12-31
482,1 - Toronto Police Service,6-Services,Courses / seminars,2900,2023-12-31
483,1 - Toronto Police Service,6-Services,Investigative expenses,25000,2023-12-31
484,1 - Toronto Police Service,6-Services,Membership fees,200,2023-12-31
485,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
486,1 - Toronto Police Service,6-Services,Prisoners' meals,14300,2023-12-31
487,1 - Toronto Police Service,6-Services,Public relations / promotions,1300,2023-12-31
488,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
489,1 - Toronto Police Service,6-Services,Special Events expenses,10000,2023-12-31
490,1 - Toronto Police Service,6-Services,Wireless services,2400,2023-12-31
491,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,8200,2023-12-31
492,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,11000,2023-12-31
493,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,496300,2023-12-31
494,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,6163300,2023-12-31
495,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,197200,2023-12-31
496,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,100,2023-12-31
497,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,500,2023-12-31
498,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,3400,2023-12-31
499,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,8300,2023-12-31
500,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,9700,2023-12-31
501,1 - Toronto Police Service,3-Benefits,CPP - Civilian,26600,2023-12-31
502,1 - Toronto Police Service,3-Benefits,CPP - Uniform,198300,2023-12-31
503,1 - Toronto Police Service,3-Benefits,EI - Civilian,9100,2023-12-31
504,1 - Toronto Police Service,3-Benefits,EI - Uniform,67100,2023-12-31
505,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,45600,2023-12-31
506,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,771500,2023-12-31
507,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,200,2023-12-31
508,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,300,2023-12-31
509,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,900,2023-12-31
510,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,23000,2023-12-31
511,1 - Toronto Police Service,4-Materials & Supplies,Uniforms,2000,2023-12-31
512,1 - Toronto Police Service,6-Services,Business travel - mileage,140900,2023-12-31
513,1 - Toronto Police Service,6-Services,Business travel - other expenses,1300,2023-12-31
514,1 - Toronto Police Service,6-Services,Business travel - public transit,400,2023-12-31
515,1 - Toronto Police Service,6-Services,Civilian Police College,1700,2023-12-31
516,1 - Toronto Police Service,6-Services,Conferences / seminars,17200,2023-12-31
517,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,1700,2023-12-31
518,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
519,1 - Toronto Police Service,6-Services,Courses / seminars,3700,2023-12-31
520,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,500,2023-12-31
521,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Uniform,7600,2023-12-31
522,1 - Toronto Police Service,6-Services,Membership fees,500,2023-12-31
523,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,2200,2023-12-31
524,1 - Toronto Police Service,6-Services,Parking expenses,1300,2023-12-31
525,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,100,2023-12-31
526,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,42300,2023-12-31
527,1 - Toronto Police Service,6-Services,Public relations / promotions,25900,2023-12-31
528,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,500,2023-12-31
529,1 - Toronto Police Service,6-Services,Business travel - public transit,600,2023-12-31
530,1 - Toronto Police Service,6-Services,Prisoners' meals,1800,2023-12-31
531,1 - Toronto Police Service,6-Services,Rental - non-office property,15300,2023-12-31
532,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,400,2023-12-31
